Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
PAYC,12/31/17,USD,2017,FY,433047000,-72028000,129710000,-231309000,19395000,149105000,,,,,,,,,,,,,,,,
PAYC,12/31/18,USD,2018,FY,566336000,-90763000,173715000,-301858000,29657000,203372000,,,,,,,,,,,,,,,,
PAYC,12/31/19,USD,2019,FY,737671000,-111136000,226224000,-400311000,42211000,268435000,,,,,,,,,,,,,,,,
PAYS,12/31/17,USD,2017,FY,15234091,-8534272,1767792,-4932027,876191,2643983,,,,,,,,,,,,,,,,
PAYS,12/31/18,USD,2018,FY,23423675,-12026452,2472628,-8924595,1089521,3562149,,,,,,,,,,,,,,,,
PAYS,12/31/19,USD,2019,FY,34666653,-15425178,6101654,-13139821,1483140,7584794,,,,,,,,,,,,,,,,
PAYX,5/31/17,USD,2017,FY,3151300000,-919600000,1239600000,-992100000,126900000,1366500000,,,,,,,,,,,,,,,,
PAYX,5/31/18,USD,2018,FY,3380900000,-1017800000,1287500000,-1075600000,138000000,1425500000,,,,,,,,,,,,,,,,
PAYX,5/31/19,USD,2019,FY,3772500000,-1177800000,1371300000,-1223400000,181500000,1552800000,,,,,,,,,,,,,,,,
PAYX,5/31/20,USD,2020,FY,4040500000,-1280800000,1460500000,-1299200000,209700000,1670200000,US,PAYX US,14404,"Paychex, Inc.",2020,2020-09-29T18:37:18Z,United States of America,, Investor," Banks, Other financial"," Financial services, Specialized professional services", Services,Other financial,Specialized professional services,Services,General
PBH,3/31/18,USD,2017,FY,1041179000,-464674000,315790000,-260715000,33426000,349216000,,,,,,,,,,,,,,,,
PBH,3/31/19,USD,2018,FY,975777000,-420201000,295680000,-259896000,31779000,327459000,,,,,,,,,,,,,,,,
PBH,3/31/20,USD,2019,FY,963010000,-410787000,291155000,-261068000,28995000,320150000,,,,,,,,,,,,,,,,
PBI,12/31/17,USD,2017,FY,3123272000,-1432760000,400904000,-1289608000,179650000,580554000,,,,,,,,,,,,,,,,
PBI,12/31/18,USD,2018,FY,3522380000,-1892949000,380727000,-1248704000,203293000,584020000,US,PBI US,14821,Pitney Bowes Inc.,2018,2018-08-24T00:00:00Z,United States of America,," Investor, Supply Chain"," Banks, Electronic equipment, IT services, Other professional services, Software, Vehicles & machinery rental & leasing"," Electrical & electronic equipment, Financial services, IT & software development, Specialized professional services, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail, Services",Electronic equipment,Electrical & electronic equipment,Manufacturing,General
PBI,12/31/19,USD,2019,FY,3205125000,-1922139000,227739000,-1055247000,159142000,386881000,US,PBI US,14821,Pitney Bowes Inc.,2019,2019-07-29T13:26:55Z,United States of America,," Investor, Supply Chain"," Banks, Electronic equipment, IT services, Other professional services, Software, Vehicles & machinery rental & leasing"," Electrical & electronic equipment, Financial services, IT & software development, Specialized professional services, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail, Services",Electronic equipment,Electrical & electronic equipment,Manufacturing,General
PBSV,10/31/17,USD,2017,FY,13297598,-9455274,-817703,-4660027,107679,-710024,,,,,,,,,,,,,,,,
PBSV,10/31/18,USD,2018,FY,17797425,-12110618,1088262,-4598545,74601,1162863,,,,,,,,,,,,,,,,
PBYI,12/31/17,USD,2017,FY,27685000,-5572000,-292390000,-314503000,2811000,-289579000,,,,,,,,,,,,,,,,
PBYI,12/31/18,USD,2018,FY,250991000,-34621000,-94672000,-311042000,7384000,-87288000,,,,,,,,,,,,,,,,
PBYI,12/31/19,USD,2019,FY,272260000,-36815000,-39098000,-274543000,8077000,-31021000,,,,,,,,,,,,,,,,
PCG,12/31/17,USD,2017,FY,17135000000,-5055000000,2956000000,-9124000000,2854000000,5810000000,,,,,,,,,,,,,,,,
PCG,12/31/18,USD,2018,FY,16759000000,-4499000000,2071000000,-10189000000,3036000000,5107000000,US,PCG US,14678,PG&E Corporation,2018,2018-09-13T00:00:00Z,United States of America,," Investor, Supply Chain"," CCGT generation, Electricity networks, Gas utilities"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",Electricity networks,Energy utility networks,Infrastructure,Electric utilities
PCG,12/31/19,USD,2019,FY,17129000000,-3829000000,1341000000,-11959000000,3234000000,4575000000,US,PCG US,14678,PG&E Corporation,2019,2019-08-28T22:19:52Z,United States of America,," Investor, Supply Chain"," CCGT generation, Electricity networks, Gas utilities"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",CCGT generation,Thermal power generation,Power generation,Electric utilities
PCLN,12/31/17,USD,2017,FY,12681082000,-250537000,4537992000,-7892553000,362774000,4900766000,,,,,,,,,,,,,,,,
PCLN,12/31/18,USD,2018,FY,14527000000,,5341000000,-9186000000,426000000,5767000000,,,,,,,,,,,,,,,,
PCLN,12/31/19,USD,2019,FY,15066000000,,5345000000,-9721000000,469000000,5814000000,,,,,,,,,,,,,,,,
PCMI,12/31/17,USD,2017,FY,2166887000,-1842159000,10628000,-314100000,14181000,24809000,,,,,,,,,,,,,,,,
PCMI,12/31/18,USD,2018,FY,2163960000,-1820018000,40746000,-303196000,13440000,54186000,,,,,,,,,,,,,,,,
PCRX,12/31/17,USD,2017,FY,286630000,-87915000,-20069000,-218784000,13833000,-6236000,,,,,,,,,,,,,,,,
PCRX,12/31/18,USD,2018,FY,337277000,-86845000,17479000,-232953000,13165000,30644000,,,,,,,,,,,,,,,,
PCRX,12/31/19,USD,2019,FY,421026000,-106712000,35710000,-278604000,19576000,55286000,,,,,,,,,,,,,,,,
PCTI,12/31/17,USD,2017,FY,91437000,-52626000,1433000,-37378000,2567000,4000000,,,,,,,,,,,,,,,,
PCTI,12/31/18,USD,2018,FY,82979000,-51898000,-5626000,-36707000,2806000,-2820000,US,PCTI US,47069,PCTEL,2018,2018-08-21T00:00:00Z,United States of America,, Supply Chain, Communications equipment, Electrical & electronic equipment, Manufacturing,Communications equipment,Electrical & electronic equipment,Manufacturing,General
PCTI,12/31/19,USD,2019,FY,90617000,-49105000,3315000,-38197000,2870000,6185000,US,PCTI US,47069,PCTEL,2019,2019-07-26T17:03:54Z,United States of America,, Supply Chain, Communications equipment, Electrical & electronic equipment, Manufacturing,Communications equipment,Electrical & electronic equipment,Manufacturing,General
PD,1/31/19,USD,2018,FY,117823000,-17255000,-42321000,-142889000,1692000,-40629000,,,,,,,,,,,,,,,,
PD,1/31/20,USD,2019,FY,166351000,-24579000,-55559000,-197331000,2337000,-53222000,,,,,,,,,,,,,,,,
PDCO,4/30/17,USD,2017,FY,5593127000,-4291730000,287928000,-1013469000,83818000,371746000,,,,,,,,,,,,,,,,
PDCO,4/30/18,USD,2018,FY,5465683000,-4266317000,219889000,-979477000,83816000,303705000,,,,,,,,,,,,,,,,
PDCO,4/30/19,USD,2019,FY,5574523000,-4383748000,137716000,-1053059000,82773000,220489000,,,,,,,,,,,,,,,,
PDCO,4/30/20,USD,2020,FY,5490011000,-4292601000,102936000,-1094474000,82182000,185118000,,,,,,,,,,,,,,,,
PDEX,6/30/17,USD,2017,FY,21943000,-14757000,2734000,-4452000,555000,3289000,,,,,,,,,,,,,,,,
PDEX,6/30/18,USD,2018,FY,22465000,-14522000,2376000,-5567000,557000,2933000,,,,,,,,,,,,,,,,
PDEX,6/30/19,USD,2019,FY,27172000,-17392000,4991000,-4789000,438000,5429000,,,,,,,,,,,,,,,,
PDEX,6/30/20,USD,2020,FY,34834000,-21692000,7066000,-6076000,573000,7639000,,,,,,,,,,,,,,,,
PDFS,12/31/17,USD,2017,FY,101871000,-47521000,190000,-54160000,4789000,4979000,,,,,,,,,,,,,,,,
PDFS,12/31/18,USD,2018,FY,85794000,-42803000,-9376000,-52367000,4967000,-4409000,,,,,,,,,,,,,,,,
PDFS,12/31/19,USD,2019,FY,85585000,-33474000,-7544000,-59655000,6029000,-1515000,,,,,,,,,,,,,,,,
PDLI,12/31/17,USD,2017,FY,320060000,-55226000,194129000,-70705000,27055000,221184000,,,,,,,,,,,,,,,,
PDLI,12/31/18,USD,2018,FY,200447000,-64291000,70642000,-65514000,19527000,90169000,,,,,,,,,,,,,,,,
PDLI,12/31/19,USD,2019,FY,54757000,-59925000,-66556000,-61388000,9207000,-57349000,,,,,,,,,,,,,,,,
PEB,12/31/17,USD,2017,FY,769317000,-467973000,175006000,-126338000,102290000,277296000,,,,,,,,,,,,,,,,
PEB,12/31/18,USD,2018,FY,828678000,-511834000,185857000,-130987000,108475000,294332000,,,,,,,,,,,,,,,,
PEB,12/31/19,USD,2019,FY,1612213000,-974168000,363034000,-275011000,234880000,597914000,,,,,,,,,,,,,,,,
PEGA,12/31/17,USD,2017,FY,840582000,-279673000,38660000,-522249000,24713000,63373000,,,,,,,,,,,,,,,,
PEGA,12/31/18,USD,2018,FY,891581000,-301765000,-17032000,-606848000,25295000,8263000,,,,,,,,,,,,,,,,
PEGA,12/31/19,USD,2019,FY,911383000,-310022000,-134878000,-736239000,,-134878000,,,,,,,,,,,,,,,,
PEN,12/31/17,USD,2017,FY,333764000,-116622000,1165000,-215977000,3781000,4946000,,,,,,,,,,,,,,,,
PEN,12/31/18,USD,2018,FY,444938000,-152405000,29983000,-262550000,6168000,36151000,,,,,,,,,,,,,,,,
PEN,12/31/19,USD,2019,FY,547405000,-175441000,47508000,-324456000,8104000,55612000,,,,,,,,,,,,,,,,
PEP,12/31/17,USD,2017,FY,63525000000,-28796000000,10276000000,-24453000000,2369000000,12645000000,,,,,,,,,,,,,,,,
PEP,12/31/18,USD,2018,FY,64661000000,-29381000000,10110000000,-25170000000,2399000000,12509000000,US,PEP US,14605,"PepsiCo, Inc.",2018,2018-08-27T00:00:00Z,United States of America,," Investor, Supply Chain"," Baked goods & cereals, Non-alcoholic beverages, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco"
PEP,12/31/19,USD,2019,FY,67161000000,-30132000000,10291000000,-26738000000,2432000000,12723000000,US,PEP US,14605,"PepsiCo, Inc.",2019,2019-07-31T23:05:10Z,United States of America,," Investor, Supply Chain"," Baked goods & cereals, Non-alcoholic beverages, Other food processing", Food & beverage processing," Food, beverage & agriculture",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco"
PESI,12/31/17,USD,2017,FY,49769000,-41149000,-4076000,-12696000,3803000,-273000,,,,,,,,,,,,,,,,
PESI,12/31/18,USD,2018,FY,49539000,-41078000,-3650000,-12111000,1455000,-2195000,,,,,,,,,,,,,,,,
PESI,12/31/19,USD,2019,FY,73459000,-57875000,2972000,-12612000,1342000,4314000,,,,,,,,,,,,,,,,
PETS,3/31/18,USD,2017,FY,273800000,-175993000,52136000,-45671000,2126000,54262000,,,,,,,,,,,,,,,,
PETS,3/31/19,USD,2018,FY,283419000,-188105000,46174000,-49140000,2225000,48399000,,,,,,,,,,,,,,,,
PETS,3/31/20,USD,2019,FY,284125000,-202879000,30977000,-50269000,2257000,33234000,,,,,,,,,,,,,,,,
PFE,12/31/17,USD,2017,FY,52546000000,-11240000000,14107000000,-27199000000,6269000000,20376000000,,,,,,,,,,,,,,,,
PFE,12/31/18,USD,2018,FY,53647000000,-11248000000,15045000000,-27354000000,6384000000,21429000000,US,PFE US,14683,Pfizer Inc.,2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain", Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General
PFE,12/31/19,USD,2019,FY,51750000000,-10219000000,13921000000,-27610000000,6010000000,19931000000,US,PFE US,14683,Pfizer Inc.,2019,2019-08-28T15:37:58Z,United States of America,," Investor, Supply Chain", Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General
PFGC,6/30/17,USD,2017,FY,16761800000,-14637000000,211000000,-1913800000,126100000,337100000,,,,,,,,,,,,,,,,
PFGC,6/30/18,USD,2018,FY,17619900000,-15327100000,253500000,-2039300000,130100000,383600000,,,,,,,,,,,,,,,,
PFGC,6/30/19,USD,2019,FY,19743500000,-17230500000,283300000,-2229700000,155000000,438300000,,,,,,,,,,,,,,,,
PFGC,6/30/20,USD,2020,FY,25086300000,-22217100000,-99000000,-2968200000,276300000,177300000,,,,,,,,,,,,,,,,
PFPT,12/31/17,USD,2017,FY,519681000,-143378000,-54929000,-431232000,42098000,-12831000,,,,,,,,,,,,,,,,
PFPT,12/31/18,USD,2018,FY,716994000,-201761000,-101711000,-616944000,73553000,-28158000,,,,,,,,,,,,,,,,
PFPT,12/31/19,USD,2019,FY,888190000,-236214000,-104931000,-756907000,80332000,-24599000,,,,,,,,,,,,,,,,
PG,6/30/17,USD,2017,FY,65058000000,-32535000000,13955000000,-18568000000,2820000000,16775000000,,,,,,,,,,,,,,,,
PG,6/30/18,USD,2018,FY,66832000000,-34268000000,13711000000,-18853000000,2834000000,16545000000,US,PG US,15132,Procter & Gamble Company,2018,2018-08-14T00:00:00Z,United States of America,," Investor, Supply Chain"," Fabricated metal components, Paper products, Personal care & household products"," Chemicals, Metal products manufacturing, Paper products & packaging"," Manufacturing, Materials",Personal care & household products,Chemicals,Materials,General
PG,6/30/19,USD,2019,FY,67684000000,-34768000000,13832000000,-19084000000,2824000000,16656000000,US,PG US,15132,Procter & Gamble Company,2019,2019-07-26T13:13:06Z,United States of America,," Investor, Supply Chain"," Fabricated metal components, Paper products, Personal care & household products"," Chemicals, Metal products manufacturing, Paper products & packaging"," Manufacturing, Materials",Personal care & household products,Chemicals,Materials,General
PG,6/30/20,USD,2020,FY,70950000000,-35250000000,15706000000,-19994000000,3013000000,18719000000,US,PG US,15132,Procter & Gamble Company,2020,2020-08-24T19:03:17Z,United States of America,," Investor, Supply Chain"," Fabricated metal components, Paper products, Personal care & household products"," Chemicals, Metal products manufacturing, Paper products & packaging"," Manufacturing, Materials",Personal care & household products,Chemicals,Materials,General
PGNX,12/31/17,USD,2017,FY,11698000,,-55800000,-67498000,1121000,-54679000,,,,,,,,,,,,,,,,
PGNX,12/31/18,USD,2018,FY,15622000,-35147000,-48956000,-29431000,1497000,-47459000,,,,,,,,,,,,,,,,
PGNX,12/31/19,USD,2019,FY,34986000,-3168000,-65243000,-97061000,2366000,-62877000,,,,,,,,,,,,,,,,
PGRE,12/31/17,USD,2017,FY,718967000,,125217000,-593750000,266037000,391254000,,,,,,,,,,,,,,,,
PGRE,12/31/18,USD,2018,FY,758961000,,169095000,-589866000,258225000,427320000,,,,,,,,,,,,,,,,
PGRE,12/31/19,USD,2019,FY,769180000,,177441000,-591739000,248347000,425788000,US,PGRE US,59271,Paramount Group Inc,2019,2019-07-31T19:33:55Z,United States of America,CDP NA, Investor, Real estate owners & developers, Land & property ownership & development, Infrastructure,Real estate owners & developers,Land & property ownership & development,Infrastructure,General
PGTI,1/31/18,USD,2017,FY,511081000,-352097000,60181000,-98803000,19528000,79709000,,,,,,,,,,,,,,,,
PGTI,1/31/19,USD,2018,FY,698493000,-455025000,92558000,-150910000,24450000,117008000,,,,,,,,,,,,,,,,
PGTI,1/31/20,USD,2019,FY,744956000,-484588000,84056000,-176312000,34732000,118788000,,,,,,,,,,,,,,,,
PH,6/30/17,USD,2017,FY,12029312000,-9188962000,1386415000,-1453935000,355229000,1741644000,,,,,,,,,,,,,,,,
PH,6/30/18,USD,2018,FY,14302392000,-10762841000,1882399000,-1657152000,466085000,2348484000,US,PH US,14360,Parker-Hannifin Corporation,2018,2018-09-11T00:00:00Z,United States of America,," Investor, Supply Chain"," Engines & motors, Other vehicle equipment & systems", Powered machinery, Manufacturing,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM
PH,6/30/19,USD,2019,FY,14320324000,-10703484000,2072901000,-1543939000,436189000,2509090000,US,PH US,14360,Parker-Hannifin Corporation,2019,2019-07-30T15:28:04Z,United States of America,," Investor, Supply Chain"," Engines & motors, Other vehicle equipment & systems", Powered machinery, Manufacturing,Other vehicle equipment & systems,Powered machinery,Manufacturing,General
PH,6/30/20,USD,2020,FY,13695520000,-10286518000,1752449000,-1656553000,537531000,2289980000,US,PH US,14360,Parker-Hannifin Corporation,2020,2020-08-26T04:19:43Z,United States of America,," Investor, Supply Chain"," Engines & motors, Other vehicle equipment & systems", Powered machinery, Manufacturing,Other vehicle equipment & systems,Powered machinery,Manufacturing,General
PHM,12/31/17,USD,2017,FY,8573250000,-6595601000,966779000,-1010870000,50998000,1017777000,,,,,,,,,,,,,,,,
PHM,12/31/18,USD,2018,FY,10188331000,-7667497000,1361389000,-1159445000,49429000,1410818000,,,,,,,,,,,,,,,,
PHM,12/31/19,USD,2019,FY,10212957000,-7684798000,1353052000,-1175107000,53999000,1407051000,,,,,,,,,,,,,,,,
PHX,12/31/17,USD,2017,FY,46335049,-1548399,6264891,-38521759,18397548,24662439,,,,,,,,,,,,,,,,
PHX,12/31/18,USD,2018,FY,45034264,-2089050,3747455,-39197759,18395040,22142495,,,,,,,,,,,,,,,,
PHX,12/31/19,USD,2019,FY,66035685,-1902636,24882798,-39250251,18196583,43079381,,,,,,,,,,,,,,,,
PI,12/31/17,USD,2017,FY,125300000,-60359000,-17019000,-81960000,3950000,-13069000,,,,,,,,,,,,,,,,
PI,12/31/18,USD,2018,FY,122633000,-64352000,-31120000,-89401000,4534000,-26586000,,,,,,,,,,,,,,,,
PI,12/31/19,USD,2019,FY,152836000,-78834000,-21661000,-95663000,4809000,-16852000,,,,,,,,,,,,,,,,
PII,12/31/17,USD,2017,FY,5428477000,-4103826000,359657000,-1041300000,191108000,550765000,,,,,,,,,,,,,,,,
PII,12/31/18,USD,2018,FY,6078540000,-4577340000,487412000,-1101218000,211036000,698448000,,,,,,,,,,,,,,,,
PII,12/31/19,USD,2019,FY,6782518000,-5133736000,483671000,-1245972000,234513000,718184000,,,,,,,,,,,,,,,,
PINS,12/31/18,USD,2018,FY,755932000,-241584000,-74721000,-589069000,20859000,-53862000,,,,,,,,,,,,,,,,
PINS,12/31/19,USD,2019,FY,1142761000,-358903000,-1388866000,-2172724000,27791000,-1361075000,,,,,,,,,,,,,,,,
PIR,2/28/18,USD,2017,FY,1798522000,-1140372000,27669000,-630481000,61430000,89099000,,,,,,,,,,,,,,,,
PIR,2/28/19,USD,2018,FY,1552938000,-1102035000,-188085000,-638988000,59523000,-128562000,,,,,,,,,,,,,,,,
PJT,12/31/17,USD,2017,FY,499282000,-391514000,66989000,-40779000,8143000,75132000,,,,,,,,,,,,,,,,
PJT,12/31/18,USD,2018,FY,580248000,-424459000,101808000,-53981000,9973000,111781000,,,,,,,,,,,,,,,,
PJT,12/31/19,USD,2019,FY,717639000,-502165000,148896000,-66578000,14496000,163392000,,,,,,,,,,,,,,,,
PK,12/31/17,USD,2017,FY,2791000000,-1629000000,459000000,-703000000,288000000,747000000,,,,,,,,,,,,,,,,
PK,12/31/18,USD,2018,FY,2737000000,-1570000000,480000000,-687000000,277000000,757000000,,,,,,,,,,,,,,,,
PK,12/31/19,USD,2019,FY,2844000000,-1623000000,537000000,-684000000,264000000,801000000,,,,,,,,,,,,,,,,
PKE,2/28/18,USD,2017,FY,111196000,-84737000,7088000,-19371000,3021000,10109000,,,,,,,,,,,,,,,,
PKE,2/28/19,USD,2018,FY,51116000,-34932000,7216000,-8968000,1784000,9000000,,,,,,,,,,,,,,,,
PKE,2/29/20,USD,2019,FY,60014000,-41341000,10741000,-7932000,1544000,12285000,,,,,,,,,,,,,,,,
PKG,12/31/17,USD,2017,FY,6444900000,-4972700000,931200000,-541000000,391400000,1322600000,,,,,,,,,,,,,,,,
PKG,12/31/18,USD,2018,FY,7014600000,-5369300000,1067700000,-577600000,410900000,1478600000,US,PKG US,28617,Packaging Corporation Of America,2018,2018-08-02T00:00:00Z,United States of America,," Investor, Supply Chain"," Paper packaging, Paper products, Pulp & paper mills"," Paper products & packaging, Wood & paper materials"," Manufacturing, Materials",Paper products,Paper products & packaging,Manufacturing,Paper & forestry
PKG,12/31/19,USD,2019,FY,6964300000,-5320300000,1053700000,-590300000,387500000,1441200000,US,PKG US,28617,Packaging Corporation Of America,2019,2019-07-23T19:35:10Z,United States of America,," Investor, Supply Chain"," Paper packaging, Paper products, Pulp & paper mills"," Paper products & packaging, Wood & paper materials"," Manufacturing, Materials",Paper packaging,Paper products & packaging,Manufacturing,
PKI,1/31/18,USD,2017,FY,2256982000,-1183951000,317460000,-755571000,105000000,422460000,,,,,,,,,,,,,,,,
PKI,1/31/19,USD,2018,FY,2777996000,-1437057000,335028000,-1005911000,180588000,515616000,US,PKI US,14590,"PerkinElmer, Inc.",2018,2018-08-15T00:00:00Z,United States of America,, Investor, Medical equipment, Medical equipment & supplies," Biotech, health care & pharma",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General
PKI,1/31/20,USD,2019,FY,2883673000,-1487618000,391401000,-1004654000,214025000,605426000,US,PKI US,14590,"PerkinElmer, Inc.",2019,2019-07-31T20:37:59Z,United States of America,, Investor, Medical equipment, Medical equipment & supplies," Biotech, health care & pharma",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General
PLAB,10/31/17,USD,2017,FY,450678000,-359363000,31868000,-59447000,,31868000,,,,,,,,,,,,,,,,
PLAB,10/31/18,USD,2018,FY,535276000,-403773000,65627000,-65876000,,65627000,,,,,,,,,,,,,,,,
PLAB,10/31/19,USD,2019,FY,550660000,-429819000,52121000,-68720000,79238000,131359000,,,,,,,,,,,,,,,,
PLAN,1/31/18,USD,2017,FY,168347000,-51985000,-45919000,-162281000,7399000,-38520000,,,,,,,,,,,,,,,,
PLAN,1/31/19,USD,2018,FY,240642000,-67398000,-128263000,-301507000,12937000,-115326000,,,,,,,,,,,,,,,,
PLAN,1/31/20,USD,2019,FY,348022000,-90777000,-148433000,-405678000,20341000,-128092000,,,,,,,,,,,,,,,,
PLAY,1/31/18,USD,2017,FY,1139791000,-196672000,165772000,-777347000,102766000,268538000,,,,,,,,,,,,,,,,
PLAY,1/31/19,USD,2018,FY,1265301000,-220263000,161000000,-884038000,118275000,279275000,,,,,,,,,,,,,,,,
PLAY,1/31/20,USD,2019,FY,1354691000,-233311000,148079000,-973301000,132460000,280539000,,,,,,,,,,,,,,,,
PLCE,1/31/18,USD,2017,FY,1870275000,-1158920000,161520000,-549835000,68159000,229679000,,,,,,,,,,,,,,,,
PLCE,1/31/19,USD,2018,FY,1938084000,-1254488000,110273000,-573323000,68884000,179157000,,,,,,,,,,,,,,,,
PLCE,1/31/20,USD,2019,FY,,,96358000,-558947000,74788000,171146000,,,,,,,,,,,,,,,,
PLD,12/31/17,USD,2017,FY,2618134000,-724664000,771066000,-1122404000,879140000,1650206000,,,,,,,,,,,,,,,,
PLD,12/31/18,USD,2018,FY,2804449000,-757688000,847002000,-1199759000,947214000,1794216000,US,PLD US,15169,Prologis,2018,2018-08-15T00:00:00Z,United States of America,, Investor, REIT, Financial services, Services,,,,General
PLD,12/31/19,USD,2019,FY,3330621000,-918927000,991948000,-1419746000,1139879000,2131827000,US,PLD US,15169,Prologis,2019,2019-07-30T18:04:32Z,United States of America,, Investor, REIT, Financial services, Services,REIT,Financial services,Services,General
PLNT,12/31/17,USD,2017,FY,429942000,-129266000,147889000,-152787000,31761000,179650000,,,,,,,,,,,,,,,,
PLNT,12/31/18,USD,2018,FY,572898000,-162646000,184922000,-225330000,35260000,220182000,,,,,,,,,,,,,,,,
PLNT,12/31/19,USD,2019,FY,688803000,-194449000,234929000,-259425000,44346000,279275000,,,,,,,,,,,,,,,,
PLPC,12/31/17,USD,2017,FY,378212000,-259584000,26108000,-92520000,12790000,38898000,,,,,,,,,,,,,,,,
PLPC,12/31/18,USD,2018,FY,420878000,-288647000,32934000,-99297000,12444000,45378000,,,,,,,,,,,,,,,,
PLPC,12/31/19,USD,2019,FY,444861000,-304266000,32627000,-107968000,13748000,46375000,,,,,,,,,,,,,,,,
PM,12/31/17,USD,2017,FY,78098000000,-59782000000,11503000000,-6813000000,875000000,12378000000,,,,,,,,,,,,,,,,
PM,12/31/18,USD,2018,FY,79823000000,-60956000000,11377000000,-7490000000,989000000,12366000000,US,PM US,14712,Philip Morris International,2018,2018-09-11T00:00:00Z,United States of America,, Investor, Tobacco products, Tobacco," Food, beverage & agriculture",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco"
PM,12/31/19,USD,2019,FY,77921000000,-58629000000,10531000000,-8761000000,964000000,11495000000,US,PM US,14712,Philip Morris International,2019,2019-08-27T17:02:17Z,United States of America,, Investor, Tobacco products, Tobacco," Food, beverage & agriculture",Tobacco products,Tobacco,"Food, beverage & agriculture","Food, beverage & tobacco"
PMD,12/31/17,USD,2017,FY,39701000,-19879000,8157000,-11665000,2807000,10964000,,,,,,,,,,,,,,,,
PMD,12/31/18,USD,2018,FY,42674000,-22056000,7610000,-13008000,3063000,10673000,,,,,,,,,,,,,,,,
PMD,12/31/19,USD,2019,FY,37678000,-21234000,2998000,-13446000,2914000,5912000,,,,,,,,,,,,,,,,
PMTC,9/30/17,USD,2017,FY,1164039000,-329019000,48840000,-786180000,86742000,135582000,,,,,,,,,,,,,,,,
PMTC,9/30/18,USD,2018,FY,1241824000,-326194000,77001000,-838629000,87408000,164409000,,,,,,,,,,,,,,,,
PMTC,9/30/19,USD,2019,FY,1255631000,-325378000,114156000,-816097000,77824000,191980000,,,,,,,,,,,,,,,,
PMTC,9/30/20,USD,2020,FY,1458415000,-334271000,243579000,-880565000,80817000,324396000,,,,,,,,,,,,,,,,
PNR,12/31/17,USD,2017,FY,4936500000,-3107400000,680800000,-1148300000,182900000,863700000,,,,,,,,,,,,,,,,
PNR,12/31/18,USD,2018,FY,2965100000,-1917400000,436700000,-611000000,84600000,521300000,,,,,,,,,,,,,,,,
PNR,12/31/19,USD,2019,FY,2957200000,-1905700000,432500000,-619000000,80000000,512500000,,,,,,,,,,,,,,,,
PNW,12/31/17,USD,2017,FY,3565296000,-981301000,934427000,-1649568000,610629000,1545056000,,,,,,,,,,,,,,,,
PNW,12/31/18,USD,2018,FY,3691247000,-1076116000,773687000,-1841444000,650955000,1424642000,US,PNW US,14783,Pinnacle West Capital Corporation,2018,2018-08-15T00:00:00Z,United States of America,, Investor," CCGT generation, Coal generation, Hydro generation"," Renewable power generation, Thermal power generation", Power generation,CCGT generation,Thermal power generation,Power generation,Electric utilities
PNW,12/31/19,USD,2019,FY,3471209000,-1042237000,671960000,-1757012000,664140000,1336100000,US,PNW US,14783,Pinnacle West Capital Corporation,2019,2019-07-30T17:30:47Z,United States of America,, Investor," CCGT generation, Coal generation, Hydro generation"," Renewable power generation, Thermal power generation", Power generation,CCGT generation,Thermal power generation,Power generation,Electric utilities
PODD,12/31/17,USD,2017,FY,463768000,-186599000,-7387000,-284556000,13854000,6467000,,,,,,,,,,,,,,,,
PODD,12/31/18,USD,2018,FY,563823000,-193655000,27423000,-342745000,15646000,43069000,,,,,,,,,,,,,,,,
PODD,12/31/19,USD,2019,FY,738200000,-257900000,50000000,-430300000,27900000,77900000,,,,,,,,,,,,,,,,
POOL,12/31/17,USD,2017,FY,2788188000,-1982899000,284371000,-520918000,25725000,310096000,,,,,,,,,,,,,,,,
POOL,12/31/18,USD,2018,FY,2998097000,-2127924000,313889000,-556284000,27915000,341804000,,,,,,,,,,,,,,,,
POOL,12/31/19,USD,2019,FY,3199517000,-2274592000,341246000,-583679000,29274000,370520000,,,,,,,,,,,,,,,,
POST,9/30/17,USD,2017,FY,5225800000,-3651700000,546800000,-1027300000,323100000,869900000,,,,,,,,,,,,,,,,
